Local time,Ask,Bid,AskVolume,BidVolume
11.04.2022 10:27:39.271 GMT+0530,1.08865,1.08861,0.9,2.93
11.04.2022 10:27:39.689 GMT+0530,1.08866,1.08862,0.9,1.21
11.04.2022 10:27:50.187 GMT+0530,1.08867,1.08863,0.9,0.12
11.04.2022 10:27:50.289 GMT+0530,1.08868,1.08863,0.9,1.21
11.04.2022 10:27:50.391 GMT+0530,1.08868,1.08864,0.9,0.98
11.04.2022 10:27:52.947 GMT+0530,1.08868,1.08863,0.9,2.11
11.04.2022 10:27:53.550 GMT+0530,1.08866,1.08862,0.9,0.23
11.04.2022 10:27:53.652 GMT+0530,1.08866,1.08861,0.9,2.11
11.04.2022 10:27:58.983 GMT+0530,1.08864,1.08861,0.9,0.9
11.04.2022 10:27:59.085 GMT+0530,1.08863,1.0886,0.9,2.57
11.04.2022 10:28:01.094 GMT+0530,1.08864,1.0886,0.9,2.11
11.04.2022 10:28:02.954 GMT+0530,1.08865,1.0886,0.9,0.98
11.04.2022 10:28:04.933 GMT+0530,1.08865,1.08861,0.9,0.23
11.04.2022 10:28:05.085 GMT+0530,1.08865,1.0886,0.9,2.11
11.04.2022 10:28:05.238 GMT+0530,1.08865,1.08861,0.9,0.23
11.04.2022 10:28:06.919 GMT+0530,1.08865,1.0886,0.9,1.21
11.04.2022 10:28:08.354 GMT+0530,1.08866,1.08861,0.9,0.98
11.04.2022 10:28:08.901 GMT+0530,1.08868,1.08864,1.34,0.23
11.04.2022 10:28:08.952 GMT+0530,1.0887,1.08865,4.61,1.21
11.04.2022 10:28:09.054 GMT+0530,1.08872,1.08867,10.91,0.9
11.04.2022 10:28:09.308 GMT+0530,1.08872,1.08868,0.9,0.9
11.04.2022 10:28:10.344 GMT+0530,1.08872,1.08867,0.9,1.88
11.04.2022 10:28:12.379 GMT+0530,1.0887,1.08865,0.9,2.11
11.04.2022 10:28:12.481 GMT+0530,1.08869,1.08865,0.9,0.98
11.04.2022 10:28:12.912 GMT+0530,1.08871,1.08868,0.12,1.13
11.04.2022 10:28:12.963 GMT+0530,1.08873,1.08869,5.06,0.12
11.04.2022 10:28:13.065 GMT+0530,1.08874,1.08871,1.8,0.9
11.04.2022 10:28:13.167 GMT+0530,1.08875,1.08871,0.9,0.9
11.04.2022 10:28:13.716 GMT+0530,1.08873,1.08872,1.8,0.9
11.04.2022 10:28:13.818 GMT+0530,1.08874,1.0887,1.8,1.13
11.04.2022 10:28:13.920 GMT+0530,1.08875,1.0887,0.9,1.21
11.04.2022 10:28:18.385 GMT+0530,1.08874,1.0887,0.9,1.21
11.04.2022 10:28:18.842 GMT+0530,1.08872,1.0887,0.9,0.9
11.04.2022 10:28:19.682 GMT+0530,1.08873,1.08868,1.34,1.88
11.04.2022 10:28:19.987 GMT+0530,1.08871,1.08868,0.9,0.98
11.04.2022 10:28:20.089 GMT+0530,1.08871,1.08867,0.9,0.9
11.04.2022 10:28:20.394 GMT+0530,1.08873,1.08869,0.9,0.9
11.04.2022 10:28:20.497 GMT+0530,1.08874,1.0887,0.9,1.13
11.04.2022 10:28:20.598 GMT+0530,1.08875,1.0887,2.24,1.13
11.04.2022 10:28:22.463 GMT+0530,1.08877,1.08872,0.9,0.9
11.04.2022 10:28:25.849 GMT+0530,1.08879,1.08875,3.71,0.9
11.04.2022 10:28:25.951 GMT+0530,1.08878,1.08873,2.34,0.9
11.04.2022 10:28:26.002 GMT+0530,1.08875,1.08871,0.98,0.9
11.04.2022 10:28:26.105 GMT+0530,1.08874,1.0887,0.98,1.13
11.04.2022 10:28:26.207 GMT+0530,1.08874,1.08869,0.98,1.13
11.04.2022 10:28:27.126 GMT+0530,1.08873,1.08869,0.98,0.9
11.04.2022 10:28:27.229 GMT+0530,1.08873,1.0887,0.98,0.23
11.04.2022 10:28:27.331 GMT+0530,1.08872,1.0887,0.98,0.9
11.04.2022 10:28:27.684 GMT+0530,1.08873,1.08868,0.98,1.57
11.04.2022 10:28:29.935 GMT+0530,1.08873,1.08869,1.88,0.23
11.04.2022 10:28:30.951 GMT+0530,1.08873,1.08868,1.88,1.34
11.04.2022 10:28:31.053 GMT+0530,1.08872,1.0887,0.98,0.23
11.04.2022 10:28:31.910 GMT+0530,1.08869,1.08866,0.9,2.03
11.04.2022 10:28:31.961 GMT+0530,1.08871,1.08869,0.98,0.23
11.04.2022 10:28:32.012 GMT+0530,1.08869,1.08867,0.9,0.9
11.04.2022 10:28:32.115 GMT+0530,1.08869,1.08866,2.78,0.9
11.04.2022 10:28:32.217 GMT+0530,1.08868,1.08866,0.12,0.9
11.04.2022 10:28:32.319 GMT+0530,1.08867,1.08862,0.98,1.8
11.04.2022 10:28:36.048 GMT+0530,1.08866,1.08862,0.9,1.8
11.04.2022 10:28:51.280 GMT+0530,1.08865,1.08862,0.98,0.9
11.04.2022 10:29:03.194 GMT+0530,1.08864,1.08862,0.12,0.9
11.04.2022 10:29:04.814 GMT+0530,1.08863,1.08859,0.12,0.9
11.04.2022 10:29:05.274 GMT+0530,1.0886,1.08858,0.9,0.9
11.04.2022 10:29:05.326 GMT+0530,1.08859,1.08855,1.8,1.13
11.04.2022 10:29:05.428 GMT+0530,1.08859,1.08854,2.78,1.8
11.04.2022 10:29:07.536 GMT+0530,1.08858,1.08854,0.9,0.9
11.04.2022 10:29:07.648 GMT+0530,1.08859,1.08854,2.78,0.9
11.04.2022 10:29:08.474 GMT+0530,1.08858,1.08854,0.98,0.9
11.04.2022 10:29:08.729 GMT+0530,1.08859,1.08854,2.34,0.9
11.04.2022 10:29:11.843 GMT+0530,1.08858,1.08853,2.24,1.13
11.04.2022 10:29:11.996 GMT+0530,1.08857,1.08853,0.9,0.9
11.04.2022 10:29:13.887 GMT+0530,1.08856,1.08852,0.9,0.9
11.04.2022 10:29:13.990 GMT+0530,1.08857,1.08852,0.9,0.9
11.04.2022 10:29:14.333 GMT+0530,1.08858,1.08853,0.9,0.9
11.04.2022 10:29:16.264 GMT+0530,1.08859,1.08854,0.98,0.9
11.04.2022 10:29:20.602 GMT+0530,1.08859,1.08855,0.12,0.9
11.04.2022 10:29:25.141 GMT+0530,1.0886,1.08855,1.88,0.9
11.04.2022 10:29:26.813 GMT+0530,1.08862,1.08858,0.9,0.9
11.04.2022 10:29:26.916 GMT+0530,1.08863,1.08858,1.88,0.9
11.04.2022 10:29:30.255 GMT+0530,1.08862,1.08858,0.98,0.9
11.04.2022 10:29:30.357 GMT+0530,1.08862,1.08857,0.98,0.9
11.04.2022 10:29:31.433 GMT+0530,1.0886,1.08858,0.9,0.9
11.04.2022 10:29:31.560 GMT+0530,1.08862,1.08857,1.88,0.9
11.04.2022 10:29:32.171 GMT+0530,1.08861,1.08856,1.88,0.9
11.04.2022 10:29:34.168 GMT+0530,1.08862,1.08857,1.88,0.9
11.04.2022 10:29:34.270 GMT+0530,1.0886,1.08855,0.98,2.03
11.04.2022 10:29:34.525 GMT+0530,1.08861,1.08857,0.12,0.9
11.04.2022 10:29:35.235 GMT+0530,1.08857,1.08855,1.88,0.9
11.04.2022 10:29:35.388 GMT+0530,1.08856,1.08851,0.9,0.9
11.04.2022 10:29:37.424 GMT+0530,1.08854,1.0885,0.9,0.9
11.04.2022 10:29:42.526 GMT+0530,1.08855,1.0885,1.88,0.9
11.04.2022 10:29:46.168 GMT+0530,1.08854,1.0885,0.9,0.9
11.04.2022 10:29:46.274 GMT+0530,1.08853,1.08848,2.47,0.9
11.04.2022 10:29:46.427 GMT+0530,1.08851,1.08847,1.34,1.34
11.04.2022 10:29:46.529 GMT+0530,1.0885,1.08846,0.9,0.9
11.04.2022 10:29:46.631 GMT+0530,1.08849,1.08845,0.9,0.9
11.04.2022 10:29:46.733 GMT+0530,1.08848,1.08845,1.8,1.13
11.04.2022 10:29:51.567 GMT+0530,1.0885,1.08845,1.88,0.9
11.04.2022 10:29:53.597 GMT+0530,1.08849,1.08845,0.98,0.9
11.04.2022 10:29:55.047 GMT+0530,1.0885,1.08845,0.98,0.9
11.04.2022 10:29:55.904 GMT+0530,1.08851,1.08847,0.12,0.9
11.04.2022 10:29:56.006 GMT+0530,1.08852,1.08847,1.44,0.9
11.04.2022 10:29:56.109 GMT+0530,1.08852,1.08848,0.12,0.9
11.04.2022 10:29:56.210 GMT+0530,1.08853,1.08848,1.88,0.9
11.04.2022 10:29:56.313 GMT+0530,1.08853,1.08849,0.12,0.9
11.04.2022 10:29:56.415 GMT+0530,1.08854,1.08849,1.88,0.9
11.04.2022 10:30:00.134 GMT+0530,1.08854,1.0885,0.12,0.9
11.04.2022 10:30:00.254 GMT+0530,1.08855,1.0885,0.98,0.9
11.04.2022 10:30:11.651 GMT+0530,1.08856,1.08852,0.98,0.9
11.04.2022 10:30:11.702 GMT+0530,1.08858,1.08853,1.88,0.9
11.04.2022 10:30:11.804 GMT+0530,1.0886,1.08856,0.12,0.9
11.04.2022 10:30:12.195 GMT+0530,1.08859,1.08856,0.98,0.9
11.04.2022 10:30:19.836 GMT+0530,1.08858,1.08853,0.9,2.7
11.04.2022 10:30:20.423 GMT+0530,1.08859,1.08854,1.88,0.9
11.04.2022 10:30:24.067 GMT+0530,1.08858,1.08854,0.12,0.9
11.04.2022 10:30:24.169 GMT+0530,1.08858,1.08853,3.24,0.9
11.04.2022 10:30:24.969 GMT+0530,1.08858,1.08854,0.12,0.9
11.04.2022 10:30:25.774 GMT+0530,1.08858,1.08855,0.98,0.9
11.04.2022 10:30:30.883 GMT+0530,1.0886,1.08855,0.98,0.9
11.04.2022 10:30:32.886 GMT+0530,1.08861,1.08856,0.12,0.9
11.04.2022 10:30:32.988 GMT+0530,1.08861,1.08859,0.12,0.9
11.04.2022 10:30:33.200 GMT+0530,1.08864,1.08859,0.98,0.9
11.04.2022 10:30:33.403 GMT+0530,1.08863,1.08859,0.12,0.9
11.04.2022 10:30:36.215 GMT+0530,1.08864,1.08859,0.98,0.9
11.04.2022 10:30:37.220 GMT+0530,1.08863,1.08859,0.12,0.9
11.04.2022 10:30:37.322 GMT+0530,1.08863,1.08858,0.12,0.9
11.04.2022 10:30:37.424 GMT+0530,1.08863,1.08859,0.12,0.9
11.04.2022 10:30:39.150 GMT+0530,1.08863,1.08858,1.88,0.9
11.04.2022 10:30:41.343 GMT+0530,1.08864,1.08859,0.98,0.9
11.04.2022 10:30:41.955 GMT+0530,1.08863,1.08859,0.12,0.9
11.04.2022 10:30:44.103 GMT+0530,1.08863,1.08858,0.12,0.9
11.04.2022 10:30:46.367 GMT+0530,1.08863,1.08859,0.98,0.9
11.04.2022 10:30:50.053 GMT+0530,1.08863,1.08858,0.98,0.9
11.04.2022 10:30:52.484 GMT+0530,1.08862,1.08857,1.88,1.8
11.04.2022 10:30:53.296 GMT+0530,1.08861,1.08857,0.12,0.9
11.04.2022 10:30:53.877 GMT+0530,1.08858,1.08853,0.98,2.7
11.04.2022 10:30:53.979 GMT+0530,1.08856,1.08853,0.98,0.9
11.04.2022 10:30:54.081 GMT+0530,1.08856,1.08851,1.88,0.98
11.04.2022 10:30:54.527 GMT+0530,1.08857,1.08852,0.98,0.12
11.04.2022 10:30:54.646 GMT+0530,1.08857,1.08853,0.12,0.9
11.04.2022 10:30:57.948 GMT+0530,1.08858,1.08853,0.98,0.98
11.04.2022 10:30:58.050 GMT+0530,1.08858,1.08854,0.12,0.9
11.04.2022 10:30:58.694 GMT+0530,1.08859,1.08854,0.98,0.98
11.04.2022 10:31:00.132 GMT+0530,1.08857,1.08855,0.12,0.9
11.04.2022 10:31:01.204 GMT+0530,1.08859,1.08854,0.98,0.98
11.04.2022 10:31:02.498 GMT+0530,1.0886,1.08855,1.34,0.9
11.04.2022 10:31:06.055 GMT+0530,1.08858,1.08855,0.12,0.9
11.04.2022 10:31:08.417 GMT+0530,1.08857,1.08854,0.12,0.9
11.04.2022 10:31:10.135 GMT+0530,1.08857,1.08855,0.54,0.9
11.04.2022 10:31:10.237 GMT+0530,1.08857,1.08853,0.12,0.9
11.04.2022 10:31:10.491 GMT+0530,1.08857,1.08854,0.12,0.9
11.04.2022 10:31:15.725 GMT+0530,1.08858,1.08855,0.12,0.9
11.04.2022 10:31:21.723 GMT+0530,1.08859,1.08855,0.9,0.9
11.04.2022 10:31:21.926 GMT+0530,1.08859,1.08856,0.9,0.9
11.04.2022 10:31:43.120 GMT+0530,1.08859,1.08855,0.9,0.9
11.04.2022 10:31:43.526 GMT+0530,1.0886,1.08855,2.24,0.9
11.04.2022 10:31:43.807 GMT+0530,1.08859,1.08855,1.8,0.9
11.04.2022 10:31:44.013 GMT+0530,1.0886,1.08855,0.9,0.9
11.04.2022 10:32:05.275 GMT+0530,1.08861,1.08856,0.9,2.11
11.04.2022 10:32:05.327 GMT+0530,1.08863,1.08859,4.61,2.03
11.04.2022 10:32:05.429 GMT+0530,1.08864,1.08861,6.4,0.9
11.04.2022 10:32:05.937 GMT+0530,1.08865,1.08859,0.98,0.98
11.04.2022 10:32:12.377 GMT+0530,1.08864,1.08859,1.8,0.98
11.04.2022 10:32:19.130 GMT+0530,1.08863,1.08859,1.13,0.9
11.04.2022 10:32:19.182 GMT+0530,1.08861,1.08857,0.9,0.9
11.04.2022 10:32:19.284 GMT+0530,1.0886,1.08855,0.9,1.88
11.04.2022 10:32:28.582 GMT+0530,1.08859,1.08854,1.8,0.98
11.04.2022 10:32:28.684 GMT+0530,1.0886,1.08855,1.88,0.9
11.04.2022 10:32:35.978 GMT+0530,1.08859,1.08855,0.9,0.9
11.04.2022 10:32:36.131 GMT+0530,1.0886,1.08855,3.68,0.9
11.04.2022 10:32:38.133 GMT+0530,1.08858,1.08853,0.9,0.98
11.04.2022 10:32:38.236 GMT+0530,1.08857,1.08852,0.9,0.98
11.04.2022 10:32:38.338 GMT+0530,1.08859,1.08853,1.34,2.11
11.04.2022 10:32:38.441 GMT+0530,1.08859,1.08854,0.9,0.12
11.04.2022 10:32:42.673 GMT+0530,1.08858,1.08854,1.88,0.98
11.04.2022 10:32:45.201 GMT+0530,1.08857,1.08852,0.98,0.98
11.04.2022 10:32:51.120 GMT+0530,1.08856,1.0885,1.88,1.88
11.04.2022 10:32:53.793 GMT+0530,1.08856,1.08851,0.98,0.9
11.04.2022 10:32:54.451 GMT+0530,1.08856,1.08854,0.98,0.9
11.04.2022 10:32:54.502 GMT+0530,1.08859,1.08855,5.51,1.13
11.04.2022 10:32:54.605 GMT+0530,1.0886,1.08857,3.71,0.9
11.04.2022 10:32:54.656 GMT+0530,1.08862,1.08857,8.1,0.9
11.04.2022 10:32:55.602 GMT+0530,1.08861,1.08855,0.98,1.88
11.04.2022 10:32:58.979 GMT+0530,1.0886,1.08855,0.9,1.88
11.04.2022 10:33:03.796 GMT+0530,1.0886,1.08854,0.98,1.88
11.04.2022 10:33:04.194 GMT+0530,1.08861,1.08855,0.98,0.98
11.04.2022 10:33:05.438 GMT+0530,1.08859,1.08856,2.34,0.9
11.04.2022 10:33:10.117 GMT+0530,1.0886,1.08856,0.9,0.12
11.04.2022 10:33:13.435 GMT+0530,1.08859,1.08856,0.9,2.34
11.04.2022 10:33:20.366 GMT+0530,1.08861,1.08858,0.9,0.9
11.04.2022 10:33:20.417 GMT+0530,1.08863,1.08858,2.7,0.98
11.04.2022 10:33:20.520 GMT+0530,1.08862,1.08858,0.9,0.98
11.04.2022 10:33:20.622 GMT+0530,1.08863,1.08858,0.9,0.98
11.04.2022 10:33:20.791 GMT+0530,1.08863,1.08859,0.9,0.12
11.04.2022 10:33:20.944 GMT+0530,1.08862,1.08857,0.9,1.88
11.04.2022 10:33:21.351 GMT+0530,1.08863,1.08857,0.98,0.98
11.04.2022 10:33:22.236 GMT+0530,1.08862,1.08857,0.9,0.98
11.04.2022 10:33:22.341 GMT+0530,1.08861,1.08856,0.9,0.98
11.04.2022 10:33:23.777 GMT+0530,1.0886,1.08855,1.34,0.12
11.04.2022 10:33:29.334 GMT+0530,1.08859,1.08854,0.9,1.8
11.04.2022 10:33:35.706 GMT+0530,1.08857,1.08852,0.98,1.8
11.04.2022 10:33:38.448 GMT+0530,1.08856,1.08851,0.98,0.9
11.04.2022 10:33:38.550 GMT+0530,1.08855,1.0885,0.98,0.9
11.04.2022 10:33:38.754 GMT+0530,1.08854,1.0885,0.12,0.9
11.04.2022 10:33:41.113 GMT+0530,1.08854,1.08849,0.98,0.9
11.04.2022 10:33:41.696 GMT+0530,1.08853,1.08849,0.98,0.9
11.04.2022 10:33:42.418 GMT+0530,1.0885,1.08846,0.12,1.8
11.04.2022 10:33:42.521 GMT+0530,1.08847,1.08842,1.88,0.9
11.04.2022 10:33:42.626 GMT+0530,1.08846,1.08841,0.9,5.4
11.04.2022 10:33:50.331 GMT+0530,1.08846,1.0884,0.98,1.8
11.04.2022 10:33:52.218 GMT+0530,1.08845,1.0884,0.98,0.9
11.04.2022 10:33:54.658 GMT+0530,1.08844,1.0884,1.13,0.9
11.04.2022 10:33:54.760 GMT+0530,1.08844,1.08839,0.9,1.13
11.04.2022 10:33:54.863 GMT+0530,1.08845,1.08839,2.57,1.13
11.04.2022 10:33:56.475 GMT+0530,1.08845,1.0884,0.9,0.9
11.04.2022 10:34:00.800 GMT+0530,1.08846,1.08841,0.9,0.9
11.04.2022 10:34:01.911 GMT+0530,1.08845,1.0884,1.8,0.9
11.04.2022 10:34:03.820 GMT+0530,1.08844,1.08839,1.8,1.8
11.04.2022 10:34:04.462 GMT+0530,1.08843,1.08839,0.9,0.9
11.04.2022 10:34:04.572 GMT+0530,1.08844,1.08839,2.78,0.9
11.04.2022 10:34:06.786 GMT+0530,1.08843,1.08839,0.9,0.9
11.04.2022 10:34:06.938 GMT+0530,1.08844,1.08839,2.78,0.9
11.04.2022 10:34:07.246 GMT+0530,1.08843,1.08838,2.93,1.8
11.04.2022 10:34:11.203 GMT+0530,1.08842,1.08838,0.9,1.8
11.04.2022 10:34:11.305 GMT+0530,1.08843,1.08838,2.03,1.8
11.04.2022 10:34:14.837 GMT+0530,1.08845,1.08841,4.61,0.9
11.04.2022 10:34:14.939 GMT+0530,1.08845,1.08842,1.88,0.9
11.04.2022 10:34:21.542 GMT+0530,1.08845,1.0884,0.9,1.8
11.04.2022 10:34:23.011 GMT+0530,1.08846,1.08841,0.98,0.9
11.04.2022 10:34:26.746 GMT+0530,1.08847,1.08842,0.98,0.9
11.04.2022 10:34:26.848 GMT+0530,1.08846,1.08841,1.88,0.9
11.04.2022 10:34:30.552 GMT+0530,1.08846,1.0884,0.98,1.8
11.04.2022 10:34:32.732 GMT+0530,1.08845,1.0884,0.12,1.8
11.04.2022 10:34:32.963 GMT+0530,1.08846,1.0884,0.98,1.8
11.04.2022 10:34:36.850 GMT+0530,1.08846,1.08841,0.9,1.8
11.04.2022 10:34:46.946 GMT+0530,1.08847,1.08842,1.88,0.9
11.04.2022 10:34:47.149 GMT+0530,1.08846,1.08841,0.9,0.9
11.04.2022 10:34:54.282 GMT+0530,1.08849,1.08843,2.78,2.03
11.04.2022 10:34:54.384 GMT+0530,1.0885,1.08845,0.9,0.9
11.04.2022 10:34:54.539 GMT+0530,1.0885,1.08844,1.8,1.88
11.04.2022 10:34:56.871 GMT+0530,1.08852,1.08846,5.6,0.9
11.04.2022 10:34:57.239 GMT+0530,1.08848,1.08845,0.9,0.9
11.04.2022 10:34:57.341 GMT+0530,1.08848,1.08844,0.9,0.9
11.04.2022 10:34:57.442 GMT+0530,1.08849,1.08844,1.88,0.9
11.04.2022 10:34:58.899 GMT+0530,1.08846,1.08841,0.9,2.7
11.04.2022 10:35:00.372 GMT+0530,1.08847,1.08842,0.98,0.9
11.04.2022 10:35:00.861 GMT+0530,1.08846,1.08842,0.12,0.9
11.04.2022 10:35:00.912 GMT+0530,1.08845,1.0884,0.9,1.8
11.04.2022 10:35:01.014 GMT+0530,1.08844,1.08839,3.24,0.9
11.04.2022 10:35:01.506 GMT+0530,1.08845,1.0884,6.95,0.9
11.04.2022 10:35:01.710 GMT+0530,1.08845,1.08841,0.9,0.9
11.04.2022 10:35:01.812 GMT+0530,1.08845,1.0884,0.9,2.03
11.04.2022 10:35:20.139 GMT+0530,1.08843,1.08841,0.9,0.9
11.04.2022 10:35:20.454 GMT+0530,1.08845,1.0884,1.88,0.9
11.04.2022 10:35:47.039 GMT+0530,1.08846,1.08841,0.98,0.9
11.04.2022 10:35:47.583 GMT+0530,1.08847,1.08842,0.98,0.9
11.04.2022 10:35:47.888 GMT+0530,1.08845,1.0884,0.9,2.7
11.04.2022 10:36:00.238 GMT+0530,1.08844,1.08839,0.9,1.8
11.04.2022 10:36:00.391 GMT+0530,1.08843,1.08838,0.9,7.64
11.04.2022 10:36:00.493 GMT+0530,1.08843,1.08839,0.9,0.23
11.04.2022 10:36:01.349 GMT+0530,1.08844,1.08839,0.9,1.57
11.04.2022 10:36:01.451 GMT+0530,1.08846,1.08843,0.9,1.8
11.04.2022 10:36:01.553 GMT+0530,1.08848,1.08843,0.9,0.9
11.04.2022 10:36:04.095 GMT+0530,1.08847,1.08842,0.9,1.8
11.04.2022 10:36:04.248 GMT+0530,1.08846,1.08841,0.9,3.6
11.04.2022 10:36:06.291 GMT+0530,1.08847,1.08842,0.9,2.24
11.04.2022 10:36:09.762 GMT+0530,1.08849,1.08844,0.9,0.9
11.04.2022 10:36:11.879 GMT+0530,1.08848,1.08844,0.9,0.44
11.04.2022 10:36:14.734 GMT+0530,1.08848,1.08843,0.9,2.7
11.04.2022 10:36:17.951 GMT+0530,1.08849,1.08844,0.9,4.94
11.04.2022 10:36:18.764 GMT+0530,1.08849,1.08845,0.9,0.9
11.04.2022 10:36:18.865 GMT+0530,1.08849,1.08844,0.9,6.74
11.04.2022 10:36:21.313 GMT+0530,1.08848,1.08843,0.9,0.9
11.04.2022 10:36:21.415 GMT+0530,1.08846,1.08841,0.9,2.7
11.04.2022 10:36:23.280 GMT+0530,1.08844,1.08839,0.9,6.74
11.04.2022 10:36:37.985 GMT+0530,1.08843,1.08838,0.9,3.14
11.04.2022 10:36:42.554 GMT+0530,1.08842,1.08837,0.9,0.9
11.04.2022 10:36:43.216 GMT+0530,1.0884,1.08836,0.9,0.9
11.04.2022 10:36:43.319 GMT+0530,1.08837,1.08834,0.12,0.9
11.04.2022 10:36:43.421 GMT+0530,1.08835,1.08833,0.12,4.5
11.04.2022 10:36:43.472 GMT+0530,1.08833,1.0883,0.9,0.9
11.04.2022 10:36:43.574 GMT+0530,1.08833,1.08829,0.9,0.9
11.04.2022 10:36:43.753 GMT+0530,1.08834,1.0883,0.9,0.9
11.04.2022 10:36:45.236 GMT+0530,1.08835,1.0883,0.9,0.9
11.04.2022 10:36:53.735 GMT+0530,1.08836,1.08833,0.12,0.9
11.04.2022 10:36:53.787 GMT+0530,1.08838,1.08833,1.88,0.9
11.04.2022 10:36:53.939 GMT+0530,1.08839,1.08834,1.34,0.9
11.04.2022 10:36:54.244 GMT+0530,1.08837,1.08832,0.98,1.34
11.04.2022 10:36:54.346 GMT+0530,1.08836,1.08832,0.98,0.9
11.04.2022 10:36:54.871 GMT+0530,1.08835,1.08832,0.9,3.68
11.04.2022 10:36:55.226 GMT+0530,1.08837,1.08832,0.98,0.9
11.04.2022 10:36:56.563 GMT+0530,1.08835,1.0883,0.98,0.9
11.04.2022 10:36:56.766 GMT+0530,1.08834,1.0883,0.12,0.9
11.04.2022 10:36:59.789 GMT+0530,1.08831,1.08827,0.9,0.9
11.04.2022 10:37:00.823 GMT+0530,1.08832,1.08827,1.88,0.9
11.04.2022 10:37:01.454 GMT+0530,1.08831,1.08826,0.9,0.9
11.04.2022 10:37:03.030 GMT+0530,1.0883,1.08825,0.98,0.9
11.04.2022 10:37:04.281 GMT+0530,1.08829,1.08824,0.9,2.03
11.04.2022 10:37:04.833 GMT+0530,1.08829,1.08827,0.12,0.9
11.04.2022 10:37:05.340 GMT+0530,1.0883,1.08827,0.98,0.9
11.04.2022 10:37:14.669 GMT+0530,1.08833,1.08829,1.8,0.9
11.04.2022 10:37:14.771 GMT+0530,1.08833,1.08831,0.9,0.9
11.04.2022 10:37:20.855 GMT+0530,1.08833,1.08829,1.8,1.8
11.04.2022 10:37:20.957 GMT+0530,1.08833,1.08828,1.8,1.8
11.04.2022 10:37:24.397 GMT+0530,1.08833,1.08829,1.8,0.44
11.04.2022 10:37:24.448 GMT+0530,1.08833,1.08831,0.9,0.9
11.04.2022 10:37:26.183 GMT+0530,1.08833,1.0883,0.9,0.98
11.04.2022 10:37:26.401 GMT+0530,1.08833,1.08829,0.9,0.9
11.04.2022 10:37:27.036 GMT+0530,1.08833,1.0883,0.9,0.9
11.04.2022 10:37:28.907 GMT+0530,1.08833,1.08828,1.8,3.14
11.04.2022 10:37:30.336 GMT+0530,1.08832,1.08827,0.9,0.9
11.04.2022 10:37:32.184 GMT+0530,1.0883,1.08825,0.9,2.03
11.04.2022 10:37:35.632 GMT+0530,1.0883,1.08826,0.9,0.9
11.04.2022 10:37:35.836 GMT+0530,1.0883,1.08827,0.9,0.9
11.04.2022 10:37:35.887 GMT+0530,1.0883,1.08825,0.9,5.27
11.04.2022 10:37:41.766 GMT+0530,1.08829,1.08825,0.9,1.8
11.04.2022 10:37:42.849 GMT+0530,1.08833,1.08829,4.61,3.14
11.04.2022 10:37:42.951 GMT+0530,1.08833,1.08831,0.9,0.9
11.04.2022 10:37:45.194 GMT+0530,1.08833,1.0883,0.9,0.9
11.04.2022 10:37:45.296 GMT+0530,1.08833,1.08829,0.9,2.7
11.04.2022 10:37:46.842 GMT+0530,1.08833,1.08828,1.8,1.88
11.04.2022 10:37:47.451 GMT+0530,1.08831,1.08827,0.9,0.98
11.04.2022 10:37:47.603 GMT+0530,1.0883,1.08827,0.9,2.78
11.04.2022 10:37:47.706 GMT+0530,1.08832,1.08829,1.8,0.98
11.04.2022 10:37:48.037 GMT+0530,1.08831,1.08827,0.9,0.98
11.04.2022 10:37:48.639 GMT+0530,1.0883,1.08825,0.9,6.84
11.04.2022 10:37:52.975 GMT+0530,1.08829,1.08825,0.9,2.78
11.04.2022 10:37:55.106 GMT+0530,1.0883,1.08826,0.9,0.12
11.04.2022 10:37:55.570 GMT+0530,1.08829,1.08825,0.9,0.12
11.04.2022 10:37:55.926 GMT+0530,1.08828,1.08824,0.9,0.12
11.04.2022 10:37:56.130 GMT+0530,1.08826,1.08823,0.9,0.9
11.04.2022 10:37:56.233 GMT+0530,1.08829,1.08826,0.9,0.98
11.04.2022 10:37:56.487 GMT+0530,1.08828,1.08825,0.9,0.9
11.04.2022 10:37:56.640 GMT+0530,1.08828,1.08824,0.9,1.88
11.04.2022 10:37:56.743 GMT+0530,1.08829,1.08825,0.9,0.12
11.04.2022 10:37:56.845 GMT+0530,1.08828,1.08824,0.9,0.12
11.04.2022 10:37:56.998 GMT+0530,1.08828,1.08823,0.9,3.91
11.04.2022 10:37:57.143 GMT+0530,1.08828,1.08826,0.9,0.9
11.04.2022 10:37:57.195 GMT+0530,1.0883,1.08826,0.9,0.9
11.04.2022 10:37:57.297 GMT+0530,1.0883,1.08825,0.9,0.98
11.04.2022 10:37:57.450 GMT+0530,1.08829,1.08825,0.9,0.98
11.04.2022 10:37:57.862 GMT+0530,1.08829,1.08826,0.9,0.9
11.04.2022 10:37:58.065 GMT+0530,1.08828,1.08826,0.9,0.98
11.04.2022 10:37:58.269 GMT+0530,1.08828,1.08824,0.9,0.12
11.04.2022 10:37:58.422 GMT+0530,1.08828,1.08823,0.9,4.58
11.04.2022 10:37:58.625 GMT+0530,1.08826,1.08822,0.9,2.57
11.04.2022 10:37:59.201 GMT+0530,1.08826,1.08821,0.9,1.88
11.04.2022 10:37:59.304 GMT+0530,1.08828,1.08823,0.9,1.88
11.04.2022 10:37:59.406 GMT+0530,1.08827,1.08822,0.9,1.88
