Local time,Ask,Bid,AskVolume,BidVolume
11.04.2022 03:37:09.341 GMT+0530,1.09079,1.09071,0.44,3.6
11.04.2022 03:37:09.442 GMT+0530,1.0908,1.0907,1.34,4.94
11.04.2022 03:37:09.548 GMT+0530,1.09079,1.0907,1.1,4.94
11.04.2022 03:37:10.854 GMT+0530,1.09077,1.0907,1.1,0.9
11.04.2022 03:37:12.352 GMT+0530,1.09076,1.09066,0.9,1.34
11.04.2022 03:37:13.435 GMT+0530,1.09075,1.09066,1.34,5.4
11.04.2022 03:37:13.587 GMT+0530,1.09075,1.09068,1.34,0.44
11.04.2022 03:37:13.639 GMT+0530,1.09078,1.0907,0.9,3.6
11.04.2022 03:37:13.791 GMT+0530,1.09079,1.0907,0.44,0.9
11.04.2022 03:37:14.687 GMT+0530,1.09078,1.0907,1.1,4.5
11.04.2022 03:37:19.401 GMT+0530,1.09075,1.09071,1.1,3.6
11.04.2022 03:37:23.063 GMT+0530,1.09077,1.0907,1.1,3.6
11.04.2022 03:37:24.948 GMT+0530,1.09075,1.09069,1.1,3.6
11.04.2022 03:37:24.999 GMT+0530,1.09077,1.09069,0.9,3.6
11.04.2022 03:37:25.050 GMT+0530,1.09075,1.09069,1.1,3.6
11.04.2022 03:37:25.354 GMT+0530,1.09076,1.0907,1.1,3.6
11.04.2022 03:37:27.492 GMT+0530,1.0907,1.09064,1.1,3.6
11.04.2022 03:37:27.543 GMT+0530,1.09077,1.09069,1.55,0.9
11.04.2022 03:37:27.645 GMT+0530,1.09076,1.0907,1.1,0.9
11.04.2022 03:37:27.696 GMT+0530,1.09078,1.0907,1.1,4.5
11.04.2022 03:37:27.748 GMT+0530,1.09076,1.0907,1.1,0.9
11.04.2022 03:37:27.799 GMT+0530,1.09077,1.09071,1.1,4.5
11.04.2022 03:37:28.495 GMT+0530,1.09076,1.0907,1.1,0.9
11.04.2022 03:37:30.120 GMT+0530,1.09074,1.09068,1.1,3.6
11.04.2022 03:37:30.222 GMT+0530,1.09073,1.09067,1.1,4.5
11.04.2022 03:37:30.878 GMT+0530,1.09072,1.09066,1.1,4.5
11.04.2022 03:37:30.986 GMT+0530,1.09073,1.09067,1.1,3.6
11.04.2022 03:37:34.742 GMT+0530,1.09074,1.09067,1.1,4.5
11.04.2022 03:37:34.846 GMT+0530,1.09074,1.09068,1.1,4.5
11.04.2022 03:37:35.405 GMT+0530,1.09075,1.09069,1.1,4.5
11.04.2022 03:37:35.777 GMT+0530,1.09071,1.09065,1.1,3.6
11.04.2022 03:37:35.828 GMT+0530,1.09075,1.09067,1.1,4.5
11.04.2022 03:37:35.981 GMT+0530,1.09073,1.09069,1.1,0.9
11.04.2022 03:37:36.093 GMT+0530,1.09074,1.09069,1.1,0.9
11.04.2022 03:37:36.746 GMT+0530,1.09073,1.09069,2,0.9
11.04.2022 03:37:36.797 GMT+0530,1.09073,1.09066,2,4.5
11.04.2022 03:37:36.849 GMT+0530,1.09075,1.09068,1.1,4.5
11.04.2022 03:37:40.625 GMT+0530,1.09075,1.09067,1.1,0.9
11.04.2022 03:37:42.208 GMT+0530,1.09078,1.0907,1.1,0.9
11.04.2022 03:37:42.310 GMT+0530,1.09082,1.09073,6.76,0.9
11.04.2022 03:37:42.412 GMT+0530,1.09081,1.09074,1.1,0.9
11.04.2022 03:37:42.615 GMT+0530,1.09081,1.09073,1.1,0.9
11.04.2022 03:37:43.411 GMT+0530,1.09082,1.09073,0.9,0.9
11.04.2022 03:37:43.521 GMT+0530,1.09081,1.09073,1.1,0.9
11.04.2022 03:37:43.851 GMT+0530,1.09073,1.09067,1.1,3.6
11.04.2022 03:37:43.903 GMT+0530,1.09076,1.09067,0.9,4.5
11.04.2022 03:37:44.005 GMT+0530,1.09079,1.09069,1.13,4.5
11.04.2022 03:37:46.866 GMT+0530,1.09078,1.09069,2,4.5
11.04.2022 03:37:48.447 GMT+0530,1.09073,1.09066,1.1,3.6
11.04.2022 03:37:48.549 GMT+0530,1.09072,1.09065,1.1,3.6
11.04.2022 03:37:48.666 GMT+0530,1.09071,1.09065,1.1,4.5
11.04.2022 03:37:49.502 GMT+0530,1.09073,1.09065,1.1,3.6
11.04.2022 03:37:50.519 GMT+0530,1.09073,1.09064,1.1,4.5
11.04.2022 03:37:52.068 GMT+0530,1.09072,1.09064,0.9,4.5
11.04.2022 03:37:52.120 GMT+0530,1.0907,1.09061,0.9,4.5
11.04.2022 03:37:52.171 GMT+0530,1.0907,1.09064,1.1,0.9
11.04.2022 03:37:52.222 GMT+0530,1.09072,1.09062,2.45,0.9
11.04.2022 03:37:52.324 GMT+0530,1.09072,1.09063,2.45,0.9
11.04.2022 03:37:53.031 GMT+0530,1.09072,1.09062,2.45,4.5
11.04.2022 03:37:54.176 GMT+0530,1.0907,1.09063,1.1,4.5
11.04.2022 03:38:00.168 GMT+0530,1.09071,1.09061,2.9,4.5
11.04.2022 03:38:00.270 GMT+0530,1.09071,1.09062,2.9,3.6
11.04.2022 03:38:00.890 GMT+0530,1.09068,1.09066,0.9,3.6
11.04.2022 03:38:00.942 GMT+0530,1.09075,1.09071,4.5,0.9
11.04.2022 03:38:00.995 GMT+0530,1.09072,1.09069,0.23,0.9
11.04.2022 03:38:01.047 GMT+0530,1.09075,1.0907,4.5,3.6
11.04.2022 03:38:01.099 GMT+0530,1.09077,1.0907,1.1,3.6
11.04.2022 03:38:01.395 GMT+0530,1.09075,1.0907,1.34,3.6
11.04.2022 03:38:01.447 GMT+0530,1.09073,1.09067,1.1,3.6
11.04.2022 03:38:05.581 GMT+0530,1.09071,1.09067,0.9,3.6
11.04.2022 03:38:05.632 GMT+0530,1.0907,1.09064,0.9,3.6
11.04.2022 03:38:05.734 GMT+0530,1.09072,1.09066,1.1,3.6
11.04.2022 03:38:05.878 GMT+0530,1.09072,1.09065,1.1,3.6
11.04.2022 03:38:06.921 GMT+0530,1.09073,1.09066,1.1,3.6
11.04.2022 03:38:08.231 GMT+0530,1.09072,1.09065,1.1,3.6
11.04.2022 03:38:08.624 GMT+0530,1.09073,1.09067,1.1,3.6
11.04.2022 03:38:08.777 GMT+0530,1.09072,1.09066,1.1,4.5
11.04.2022 03:38:11.606 GMT+0530,1.09074,1.09068,2,3.6
11.04.2022 03:38:12.915 GMT+0530,1.09075,1.09069,1.1,3.6
11.04.2022 03:38:12.966 GMT+0530,1.09077,1.0907,1.1,0.9
11.04.2022 03:38:13.081 GMT+0530,1.09077,1.09071,1.1,3.6
11.04.2022 03:38:13.571 GMT+0530,1.09075,1.09069,1.1,3.6
11.04.2022 03:38:13.725 GMT+0530,1.09073,1.09067,1.1,4.5
11.04.2022 03:38:13.827 GMT+0530,1.09077,1.09071,1.1,3.6
11.04.2022 03:38:15.117 GMT+0530,1.09075,1.09069,1.1,4.5
11.04.2022 03:38:20.250 GMT+0530,1.09071,1.09065,1.1,4.5
11.04.2022 03:38:20.301 GMT+0530,1.09076,1.09068,2.24,3.6
11.04.2022 03:38:20.435 GMT+0530,1.09075,1.09067,1.1,4.5
11.04.2022 03:38:22.084 GMT+0530,1.09069,1.09064,1.1,4.5
11.04.2022 03:38:22.186 GMT+0530,1.09076,1.09068,1.1,0.9
11.04.2022 03:38:22.288 GMT+0530,1.09077,1.0907,1.1,3.6
11.04.2022 03:38:22.390 GMT+0530,1.09076,1.09069,0.44,0.9
11.04.2022 03:38:28.780 GMT+0530,1.09074,1.09065,2,4.5
11.04.2022 03:38:28.883 GMT+0530,1.09072,1.09064,1.1,8.1
11.04.2022 03:38:29.036 GMT+0530,1.09072,1.09066,1.1,3.6
11.04.2022 03:38:29.203 GMT+0530,1.09073,1.09067,1.34,3.6
11.04.2022 03:38:29.306 GMT+0530,1.09075,1.0907,1.1,4.5
11.04.2022 03:38:29.510 GMT+0530,1.09073,1.09066,1.1,0.9
11.04.2022 03:38:29.613 GMT+0530,1.09076,1.09071,1.55,3.6
11.04.2022 03:38:30.938 GMT+0530,1.09076,1.09069,1.1,0.9
11.04.2022 03:38:33.787 GMT+0530,1.0907,1.09066,0.9,3.6
11.04.2022 03:38:33.838 GMT+0530,1.0907,1.09064,1.1,3.6
11.04.2022 03:38:33.890 GMT+0530,1.09075,1.09069,1.1,4.5
11.04.2022 03:38:33.993 GMT+0530,1.09075,1.0907,1.1,0.9
11.04.2022 03:38:34.044 GMT+0530,1.09074,1.09068,2,3.6
11.04.2022 03:38:34.147 GMT+0530,1.09076,1.09069,1.1,4.5
11.04.2022 03:38:34.275 GMT+0530,1.09076,1.0907,1.1,0.9
11.04.2022 03:38:34.327 GMT+0530,1.09072,1.09066,1.1,3.6
11.04.2022 03:38:34.378 GMT+0530,1.09076,1.09068,2,4.5
11.04.2022 03:38:34.481 GMT+0530,1.09077,1.09069,1.1,0.9
11.04.2022 03:38:34.584 GMT+0530,1.09073,1.09067,2,3.6
11.04.2022 03:38:34.635 GMT+0530,1.09077,1.0907,2,3.6
11.04.2022 03:38:34.687 GMT+0530,1.09075,1.09069,1.1,4.5
11.04.2022 03:38:34.739 GMT+0530,1.09077,1.09069,2,0.9
11.04.2022 03:38:34.790 GMT+0530,1.09077,1.09071,1.1,3.6
11.04.2022 03:38:34.893 GMT+0530,1.09075,1.09069,1.1,0.9
11.04.2022 03:38:34.945 GMT+0530,1.09077,1.0907,1.1,0.9
11.04.2022 03:38:35.048 GMT+0530,1.09077,1.09071,1.1,4.5
11.04.2022 03:38:35.099 GMT+0530,1.09074,1.09068,1.8,3.6
11.04.2022 03:38:35.201 GMT+0530,1.09077,1.09071,1.1,3.6
11.04.2022 03:38:35.779 GMT+0530,1.09076,1.0907,1.1,0.9
11.04.2022 03:38:35.968 GMT+0530,1.09076,1.0907,1.1,3.6
11.04.2022 03:38:40.345 GMT+0530,1.09073,1.09066,0.9,0.9
11.04.2022 03:38:40.397 GMT+0530,1.09075,1.09069,1.1,0.9
11.04.2022 03:38:40.550 GMT+0530,1.09078,1.09071,1.1,0.9
11.04.2022 03:38:40.602 GMT+0530,1.09077,1.09069,1.1,4.5
11.04.2022 03:38:40.654 GMT+0530,1.09077,1.09071,1.1,3.6
11.04.2022 03:38:40.756 GMT+0530,1.09077,1.0907,1.1,4.5
11.04.2022 03:38:41.620 GMT+0530,1.09076,1.0907,1.1,0.9
11.04.2022 03:38:43.282 GMT+0530,1.0907,1.09064,2,3.6
11.04.2022 03:38:43.384 GMT+0530,1.09072,1.09066,1.1,3.6
11.04.2022 03:38:43.435 GMT+0530,1.09076,1.09069,1.1,0.9
11.04.2022 03:38:43.537 GMT+0530,1.09076,1.0907,1.1,3.6
11.04.2022 03:38:44.543 GMT+0530,1.09076,1.09069,1.1,3.6
11.04.2022 03:38:52.690 GMT+0530,1.09077,1.09068,2,4.5
11.04.2022 03:38:55.246 GMT+0530,1.09073,1.09068,0.9,4.5
11.04.2022 03:38:55.298 GMT+0530,1.09071,1.09064,0.9,3.6
11.04.2022 03:38:55.350 GMT+0530,1.09069,1.09062,0.9,4.5
11.04.2022 03:38:55.453 GMT+0530,1.09074,1.0907,1.32,4.5
11.04.2022 03:38:55.556 GMT+0530,1.09077,1.09071,1.55,3.6
11.04.2022 03:38:55.659 GMT+0530,1.09076,1.09069,1.1,0.9
11.04.2022 03:38:55.761 GMT+0530,1.09076,1.09072,2.9,3.6
11.04.2022 03:38:56.095 GMT+0530,1.09075,1.09067,1.1,4.5
11.04.2022 03:38:59.868 GMT+0530,1.09076,1.09068,0.9,3.6
11.04.2022 03:39:00.492 GMT+0530,1.09076,1.09067,0.9,4.5
11.04.2022 03:39:03.062 GMT+0530,1.09076,1.09068,0.9,4.5
11.04.2022 03:39:05.479 GMT+0530,1.09073,1.09067,1.1,3.6
11.04.2022 03:39:05.582 GMT+0530,1.09069,1.09065,0.9,4.5
11.04.2022 03:39:05.684 GMT+0530,1.09072,1.09067,0.23,3.6
11.04.2022 03:39:05.736 GMT+0530,1.09073,1.09069,4.25,3.6
11.04.2022 03:39:05.838 GMT+0530,1.09074,1.09069,2.24,4.5
11.04.2022 03:39:07.180 GMT+0530,1.09077,1.09068,2.22,0.9
11.04.2022 03:39:07.233 GMT+0530,1.09075,1.09068,1.1,4.5
11.04.2022 03:39:07.335 GMT+0530,1.09076,1.0907,0.9,3.6
11.04.2022 03:39:07.438 GMT+0530,1.09075,1.09069,1.1,4.5
11.04.2022 03:39:11.179 GMT+0530,1.09077,1.0907,2,3.6
11.04.2022 03:39:14.231 GMT+0530,1.09076,1.09069,1.1,3.6
11.04.2022 03:39:15.713 GMT+0530,1.09075,1.09068,0.9,3.6
11.04.2022 03:39:15.764 GMT+0530,1.09073,1.09067,1.34,3.6
11.04.2022 03:39:15.867 GMT+0530,1.09075,1.09068,0.9,3.6
11.04.2022 03:39:15.969 GMT+0530,1.09076,1.09069,1.13,3.6
11.04.2022 03:39:16.097 GMT+0530,1.09075,1.09068,1.1,3.6
11.04.2022 03:39:20.551 GMT+0530,1.09072,1.09066,1.1,3.6
11.04.2022 03:39:20.654 GMT+0530,1.09073,1.09068,0.9,3.6
11.04.2022 03:39:25.900 GMT+0530,1.0907,1.09063,1.34,8.1
11.04.2022 03:39:25.951 GMT+0530,1.09068,1.09063,1.1,4.5
11.04.2022 03:39:26.003 GMT+0530,1.09071,1.09065,1.1,3.6
11.04.2022 03:39:26.105 GMT+0530,1.09071,1.09064,0.9,3.6
11.04.2022 03:39:26.156 GMT+0530,1.09073,1.09067,2,3.6
11.04.2022 03:39:26.258 GMT+0530,1.09071,1.09067,1.1,3.6
11.04.2022 03:39:28.807 GMT+0530,1.09073,1.09067,2,3.6
11.04.2022 03:39:33.266 GMT+0530,1.09072,1.09065,0.9,3.6
11.04.2022 03:39:33.352 GMT+0530,1.09072,1.09067,0.9,3.6
11.04.2022 03:39:35.843 GMT+0530,1.09071,1.09065,2,3.6
11.04.2022 03:39:35.894 GMT+0530,1.09069,1.09065,0.9,3.6
11.04.2022 03:39:35.946 GMT+0530,1.09074,1.09068,3.8,3.6
11.04.2022 03:39:35.997 GMT+0530,1.09072,1.09067,0.9,3.6
11.04.2022 03:39:36.048 GMT+0530,1.09066,1.09062,0.9,0.44
11.04.2022 03:39:36.099 GMT+0530,1.09069,1.09062,0.9,3.6
11.04.2022 03:39:36.151 GMT+0530,1.09066,1.09062,0.9,3.6
11.04.2022 03:39:36.202 GMT+0530,1.0907,1.09064,2,3.6
11.04.2022 03:39:36.304 GMT+0530,1.09069,1.09062,0.9,3.6
11.04.2022 03:39:36.406 GMT+0530,1.09072,1.09063,2.9,4.94
11.04.2022 03:39:36.457 GMT+0530,1.09072,1.09065,2.9,3.6
11.04.2022 03:39:36.560 GMT+0530,1.09071,1.09065,0.9,3.6
11.04.2022 03:39:38.109 GMT+0530,1.09071,1.09063,2,3.6
11.04.2022 03:39:42.829 GMT+0530,1.0907,1.09062,0.9,4.5
11.04.2022 03:39:44.431 GMT+0530,1.0907,1.09063,0.9,4.04
11.04.2022 03:39:45.074 GMT+0530,1.09068,1.09062,3.35,0.44
11.04.2022 03:39:45.379 GMT+0530,1.0907,1.09062,2,0.44
11.04.2022 03:39:45.532 GMT+0530,1.0907,1.09063,0.9,3.6
11.04.2022 03:39:45.684 GMT+0530,1.09071,1.09063,0.9,3.6
11.04.2022 03:39:45.736 GMT+0530,1.09071,1.09066,0.9,3.6
11.04.2022 03:39:45.787 GMT+0530,1.09071,1.09063,0.9,3.6
11.04.2022 03:39:45.889 GMT+0530,1.09069,1.09064,1.34,3.6
11.04.2022 03:39:45.940 GMT+0530,1.09067,1.09059,0.9,1.57
11.04.2022 03:39:45.991 GMT+0530,1.09067,1.09061,0.9,0.23
11.04.2022 03:39:46.093 GMT+0530,1.09067,1.0906,0.9,3.83
11.04.2022 03:39:46.435 GMT+0530,1.09067,1.09064,0.9,3.6
11.04.2022 03:39:49.145 GMT+0530,1.09066,1.09061,0.9,3.83
11.04.2022 03:39:50.669 GMT+0530,1.09067,1.09062,0.9,3.6
11.04.2022 03:39:53.095 GMT+0530,1.09066,1.09061,0.9,3.6
11.04.2022 03:39:53.197 GMT+0530,1.09067,1.0906,0.9,3.83
11.04.2022 03:39:53.299 GMT+0530,1.09067,1.09062,0.9,3.6
11.04.2022 03:39:56.076 GMT+0530,1.09067,1.09061,2,3.6
11.04.2022 03:39:56.179 GMT+0530,1.09065,1.0906,0.9,3.6
11.04.2022 03:39:56.281 GMT+0530,1.09065,1.09059,3.35,3.6
11.04.2022 03:39:56.433 GMT+0530,1.09066,1.0906,2.9,3.6
11.04.2022 03:40:00.280 GMT+0530,1.09065,1.0906,2.24,3.6
11.04.2022 03:40:00.331 GMT+0530,1.09063,1.09055,0.9,5.4
11.04.2022 03:40:00.383 GMT+0530,1.09064,1.09058,2,3.6
11.04.2022 03:40:00.738 GMT+0530,1.09063,1.09058,1.34,3.6
11.04.2022 03:40:00.840 GMT+0530,1.09064,1.09058,2.9,3.6
11.04.2022 03:40:02.557 GMT+0530,1.09065,1.0906,3.83,3.6
11.04.2022 03:40:02.695 GMT+0530,1.09066,1.0906,2.22,3.6
11.04.2022 03:40:02.797 GMT+0530,1.09065,1.09059,1.1,3.6
11.04.2022 03:40:03.118 GMT+0530,1.09066,1.09059,2.22,3.6
11.04.2022 03:40:03.413 GMT+0530,1.09066,1.0906,2.22,3.6
11.04.2022 03:40:05.245 GMT+0530,1.09065,1.0906,0.44,3.6
11.04.2022 03:40:06.129 GMT+0530,1.09062,1.09058,3.12,3.6
11.04.2022 03:40:06.181 GMT+0530,1.09059,1.09055,0.9,3.6
11.04.2022 03:40:06.232 GMT+0530,1.09059,1.09053,0.9,9.9
11.04.2022 03:40:06.283 GMT+0530,1.09062,1.09056,0.9,3.6
11.04.2022 03:40:06.385 GMT+0530,1.09062,1.09055,0.9,3.6
11.04.2022 03:40:06.814 GMT+0530,1.09061,1.09054,0.9,3.6
11.04.2022 03:40:07.322 GMT+0530,1.09055,1.09052,0.9,3.6
11.04.2022 03:40:07.425 GMT+0530,1.09054,1.09048,2,4.5
11.04.2022 03:40:07.476 GMT+0530,1.09055,1.0905,0.9,3.6
11.04.2022 03:40:07.578 GMT+0530,1.0905,1.09045,0.9,3.6
11.04.2022 03:40:07.680 GMT+0530,1.09048,1.09044,0.9,3.6
11.04.2022 03:40:07.731 GMT+0530,1.09052,1.09044,0.9,4.5
11.04.2022 03:40:07.884 GMT+0530,1.09054,1.09045,2,0.9
11.04.2022 03:40:07.986 GMT+0530,1.09054,1.09046,0.9,4.5
11.04.2022 03:40:08.088 GMT+0530,1.09055,1.09046,0.9,4.5
11.04.2022 03:40:08.865 GMT+0530,1.09049,1.09046,0.9,4.5
11.04.2022 03:40:08.917 GMT+0530,1.09051,1.09042,0.9,0.9
11.04.2022 03:40:09.019 GMT+0530,1.0905,1.09043,0.9,3.6
11.04.2022 03:40:09.126 GMT+0530,1.09053,1.09044,0.9,4.5
11.04.2022 03:40:09.228 GMT+0530,1.09052,1.09044,0.9,4.5
11.04.2022 03:40:10.734 GMT+0530,1.09054,1.09045,0.9,0.9
11.04.2022 03:40:11.013 GMT+0530,1.0905,1.09044,0.9,3.6
11.04.2022 03:40:11.115 GMT+0530,1.09047,1.09041,0.9,3.6
11.04.2022 03:40:11.268 GMT+0530,1.09046,1.0904,2,3.6
11.04.2022 03:40:12.169 GMT+0530,1.09052,1.09043,0.9,0.9
11.04.2022 03:40:12.322 GMT+0530,1.09053,1.09046,2,3.6
11.04.2022 03:40:12.373 GMT+0530,1.0905,1.09043,0.9,4.5
11.04.2022 03:40:12.475 GMT+0530,1.0905,1.09042,0.9,4.5
11.04.2022 03:40:15.416 GMT+0530,1.09053,1.09046,2.9,3.6
11.04.2022 03:40:15.518 GMT+0530,1.09055,1.09046,1.8,0.9
11.04.2022 03:40:15.569 GMT+0530,1.09051,1.09043,0.9,0.9
11.04.2022 03:40:15.722 GMT+0530,1.09051,1.09042,0.9,0.9
11.04.2022 03:40:15.868 GMT+0530,1.09051,1.09044,0.9,3.6
11.04.2022 03:40:16.701 GMT+0530,1.0905,1.09041,0.9,1.13
11.04.2022 03:40:16.824 GMT+0530,1.09049,1.09041,0.9,1.13
11.04.2022 03:40:16.926 GMT+0530,1.09048,1.09041,0.9,3.6
11.04.2022 03:40:17.116 GMT+0530,1.09048,1.0904,0.9,4.5
11.04.2022 03:40:17.167 GMT+0530,1.09049,1.09042,0.9,4.5
11.04.2022 03:40:17.269 GMT+0530,1.09049,1.09043,0.9,3.6
11.04.2022 03:40:18.707 GMT+0530,1.09051,1.09045,0.9,3.6
11.04.2022 03:40:18.809 GMT+0530,1.09052,1.09045,0.9,3.6
11.04.2022 03:40:18.911 GMT+0530,1.09055,1.09047,0.9,3.6
11.04.2022 03:40:24.433 GMT+0530,1.0905,1.09044,0.9,4.5
11.04.2022 03:40:24.535 GMT+0530,1.09053,1.09046,0.9,3.6
11.04.2022 03:40:24.637 GMT+0530,1.09053,1.09044,0.9,4.5
11.04.2022 03:40:24.688 GMT+0530,1.09055,1.09048,0.9,3.6
11.04.2022 03:40:24.790 GMT+0530,1.09056,1.09048,0.9,3.6
11.04.2022 03:40:26.453 GMT+0530,1.09052,1.09045,2.7,3.6
11.04.2022 03:40:26.555 GMT+0530,1.09048,1.09041,0.9,8.1
11.04.2022 03:40:26.657 GMT+0530,1.09048,1.09042,2,3.6
11.04.2022 03:40:26.950 GMT+0530,1.09047,1.09041,1.1,3.6
11.04.2022 03:40:27.888 GMT+0530,1.09045,1.09037,2,3.6
11.04.2022 03:40:27.939 GMT+0530,1.09043,1.09035,0.9,4.04
11.04.2022 03:40:28.041 GMT+0530,1.09043,1.09036,0.9,3.6
11.04.2022 03:40:28.143 GMT+0530,1.09042,1.09035,0.9,3.6
11.04.2022 03:40:28.729 GMT+0530,1.09042,1.09036,0.9,3.6
11.04.2022 03:40:30.105 GMT+0530,1.09044,1.09036,0.9,3.6
11.04.2022 03:40:33.512 GMT+0530,1.09045,1.09036,0.9,4.5
11.04.2022 03:40:33.910 GMT+0530,1.09046,1.09039,2,3.6
11.04.2022 03:40:34.070 GMT+0530,1.09047,1.09039,1.1,4.5
11.04.2022 03:40:34.178 GMT+0530,1.09048,1.09039,2,0.9
11.04.2022 03:40:36.380 GMT+0530,1.09048,1.0904,0.9,3.6
11.04.2022 03:40:36.792 GMT+0530,1.09042,1.09036,0.9,3.6
11.04.2022 03:40:36.843 GMT+0530,1.0904,1.09033,2,8.1
11.04.2022 03:40:36.945 GMT+0530,1.09038,1.09033,0.9,4.5
11.04.2022 03:40:37.047 GMT+0530,1.09038,1.09029,0.9,4.5
11.04.2022 03:40:37.149 GMT+0530,1.09037,1.09029,0.9,3.6
11.04.2022 03:40:37.352 GMT+0530,1.09036,1.09028,0.9,3.6
11.04.2022 03:40:37.454 GMT+0530,1.09036,1.09027,0.9,4.5
11.04.2022 03:40:38.949 GMT+0530,1.09035,1.09026,0.9,4.5
11.04.2022 03:40:40.153 GMT+0530,1.09035,1.09027,0.9,3.6
11.04.2022 03:40:42.025 GMT+0530,1.09036,1.09027,2,5.4
11.04.2022 03:40:42.211 GMT+0530,1.09037,1.09029,0.9,4.5
11.04.2022 03:40:42.787 GMT+0530,1.09039,1.0903,2,5.4
11.04.2022 03:40:42.889 GMT+0530,1.09038,1.09029,0.9,4.5
11.04.2022 03:40:47.358 GMT+0530,1.09038,1.0903,0.9,3.6
11.04.2022 03:40:48.531 GMT+0530,1.09038,1.09029,2,5.4
11.04.2022 03:40:49.270 GMT+0530,1.09033,1.09027,1.1,4.73
11.04.2022 03:40:49.372 GMT+0530,1.09037,1.09031,1.1,3.6
11.04.2022 03:40:56.227 GMT+0530,1.09038,1.09034,0.9,0.9
11.04.2022 03:40:56.329 GMT+0530,1.09046,1.09041,1.88,3.6
11.04.2022 03:40:56.381 GMT+0530,1.0904,1.09036,4.5,4.5
11.04.2022 03:40:56.483 GMT+0530,1.09047,1.09041,1.1,3.6
11.04.2022 03:40:56.585 GMT+0530,1.09047,1.0904,1.1,3.6
11.04.2022 03:40:57.499 GMT+0530,1.09048,1.09039,3.35,4.5
11.04.2022 03:40:57.966 GMT+0530,1.09046,1.09039,1.1,0.9
11.04.2022 03:40:58.475 GMT+0530,1.09047,1.0904,1.1,3.6
11.04.2022 03:40:58.947 GMT+0530,1.09047,1.09039,1.1,4.5
11.04.2022 03:40:59.452 GMT+0530,1.09045,1.0904,1.1,0.9
11.04.2022 03:41:00.160 GMT+0530,1.09048,1.09041,1.1,3.6
11.04.2022 03:41:00.262 GMT+0530,1.09046,1.09039,0.9,3.6
11.04.2022 03:41:00.364 GMT+0530,1.09043,1.09036,2,3.6
11.04.2022 03:41:00.467 GMT+0530,1.09045,1.09038,1.1,0.9
11.04.2022 03:41:00.518 GMT+0530,1.09043,1.09036,0.9,4.5
11.04.2022 03:41:00.620 GMT+0530,1.09046,1.09042,2.45,0.9
11.04.2022 03:41:00.671 GMT+0530,1.0905,1.09043,2.9,1.8
11.04.2022 03:41:00.773 GMT+0530,1.09044,1.09036,1.1,4.5
11.04.2022 03:41:00.932 GMT+0530,1.09045,1.09036,0.9,0.9
11.04.2022 03:41:02.340 GMT+0530,1.09043,1.09035,0.9,3.6
11.04.2022 03:41:02.391 GMT+0530,1.09046,1.09043,0.44,0.9
11.04.2022 03:41:02.443 GMT+0530,1.09049,1.09044,1.1,0.9
11.04.2022 03:41:02.545 GMT+0530,1.09046,1.09039,0.9,4.5
11.04.2022 03:41:02.699 GMT+0530,1.09047,1.09039,2,3.6
11.04.2022 03:41:06.724 GMT+0530,1.09048,1.0904,2,3.6
11.04.2022 03:41:06.826 GMT+0530,1.09046,1.09041,1.1,0.9
11.04.2022 03:41:06.877 GMT+0530,1.09049,1.09042,1.1,0.9
11.04.2022 03:41:07.536 GMT+0530,1.09048,1.09039,2,0.9
11.04.2022 03:41:07.638 GMT+0530,1.09046,1.09037,2,4.5
11.04.2022 03:41:07.739 GMT+0530,1.09045,1.09036,2,4.5
11.04.2022 03:41:08.747 GMT+0530,1.09045,1.09039,2,0.9
11.04.2022 03:41:08.849 GMT+0530,1.0905,1.09045,4.5,0.9
11.04.2022 03:41:08.952 GMT+0530,1.09051,1.09043,4.5,4.5
11.04.2022 03:41:09.003 GMT+0530,1.09053,1.09044,0.9,0.9
11.04.2022 03:41:09.054 GMT+0530,1.09049,1.0904,0.9,0.9
11.04.2022 03:41:09.157 GMT+0530,1.09044,1.09037,0.9,4.5
11.04.2022 03:41:09.259 GMT+0530,1.09047,1.09038,0.9,4.5
11.04.2022 03:41:09.797 GMT+0530,1.09046,1.09037,0.9,4.5
11.04.2022 03:41:09.899 GMT+0530,1.09044,1.09036,1.1,0.9
11.04.2022 03:41:10.234 GMT+0530,1.09045,1.09036,0.9,0.9
11.04.2022 03:41:10.437 GMT+0530,1.09042,1.09035,1.1,5.4
11.04.2022 03:41:12.574 GMT+0530,1.09043,1.09034,0.9,0.9
11.04.2022 03:41:13.814 GMT+0530,1.09043,1.09036,2,0.9
11.04.2022 03:41:13.865 GMT+0530,1.09044,1.09034,2,4.5
11.04.2022 03:41:15.112 GMT+0530,1.09043,1.09034,0.9,4.5
11.04.2022 03:41:17.428 GMT+0530,1.09042,1.09033,0.9,4.5
11.04.2022 03:41:17.530 GMT+0530,1.09041,1.09032,0.9,0.9
11.04.2022 03:41:21.619 GMT+0530,1.0904,1.09035,0.9,0.9
11.04.2022 03:41:21.670 GMT+0530,1.09047,1.09039,2,3.6
11.04.2022 03:41:21.773 GMT+0530,1.09047,1.09038,2,4.5
11.04.2022 03:41:21.824 GMT+0530,1.09047,1.09041,1.1,0.9
11.04.2022 03:41:22.106 GMT+0530,1.09049,1.09041,1.13,0.9
11.04.2022 03:41:22.157 GMT+0530,1.09043,1.09036,0.9,4.5
